"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"472","[P]","    Yum! Brands Inc.","8666.6779396133","8643.8296463622","9112.0709641931","7400.9620186896","9261.4753353847","10025.6421792543","7787.30644281325","8607.04759909572","8608.75054618921","18249.656984191","7811.52157976905","9298.85117359112","8983.68502526246","8270.45427984316","9453.32052891404",
"473","[P]","    Department of Commerce","11801.0809712778","14764.746205184","8656.6408765004","8373.1433634657","10051.8595135226","10501.1508612174","9365.83918966131","9622.83178050748","9081.48358175816","9091.59773474684","8693.6405297661","8806.18308786964","9762.59612019992","8577.5682168503","9453.13410206461",
"474","[P]","    OPENV.COM*","7759.9700104223","6679.9635681364","8900.330567148","10277.8971267663","11013.1482252651","12614.812173304","13168.2093977968","10282.2283562425","10065.0347455337","8016.99116937382","9752.30592824245","11833.4920223431","9482.99335525565","8680.59850186918","9441.51200535957",
"475","[P]","    MOZOOK.COM","4905.9354859548","4361.2476286782","4716.2656159969","6328.897066366","6381.1524724009","2372.618961533","9865.32890175499","9990.98090170708","9961.44916612593","8189.03258995018","7750.53688592105","8407.59888947932","8453.25290513966","7945.27754809082","9395.71666457502",
"476","[P]","    Research In Motion Limited","3419.9802925638","3413.8397508766","4181.4808725631","5077.9791864438","4782.862840911","4604.1439572502","5190.78602635685","6145.64160611452","6435.28773671723","7342.44673759706","6381.3758331603","7758.1138356858","8979.2517846885","8216.00734557702","9391.66905332039",
"477","[P]","    Hollywood.com Network","7783.6839332394","7233.4759712955","8600.6591020995","8720.981691163","7798.1070844375","9162.7774093502","7614.00184895266","6833.01111736108","9589.19456174198","9723.46675917354","9291.2771674176","10647.3670082829","8456.81015799677","8214.53026630802","9380.17614951598",
"478","[P]","    TE3P.COM","1793.1239236249","2118.5503148465","2082.3657205279","2358.197710163","2515.373577875","2813.4169698274","8383.50154380405","9751.14121979348","9139.72643315114","8916.34245229078","8579.8084287453","8926.12322047656","9361.90338642813","9173.32519109482","9352.91496943042",
"479","[P]","    Mundoanuncio","4631.2786009124","5385.8628970728","5682.0883288665","5485.5105692521","5499.8740111434","6160.3228000645","6639.65138934341","7767.62156536188","8421.65638525786","9052.59163887588","9249.1149566722","9324.82098786876","9355.31177254555","9422.36148307456","9308.39617316257",
"480","[P]","    Coca-Cola Company","15876.4560766995","9214.0493174793","10997.2219586663","9442.9630572959","9815.2920601427","8670.9428177975","8111.87188828201","8306.029400673","10723.6620677852","11433.8631240713","11510.3195470929","14005.0197450493","12651.6400458175","10988.4483615638","9288.81892844031",
"481","[P]","    Lojas Americanas","9906.119183362","9913.8215655301","9460.7676389872","7662.5204761798","8379.0213558499","8066.5171433312","8197.83219289043","9450.17036271044","7722.02442573707","9516.67555216576","8633.5385420224","8446.64828397448","8600.69665448471","8688.97589803612","9278.66197886835",
"482","[P]","    National Geographic Sites","4901.7431346215","6152.8183414585","6182.2994661844","5879.4248453547","5484.3770738811","6178.5016996765","6938.92918123162","7038.6258547112","6818.97481548742","7762.4077458952","5396.77725186695","5530.8186907196","7942.83621993731","9244.69224218686","9261.93863748936",
"483","[P]","    FILEHIPPO.COM","4877.4531386897","5465.6751630285","5492.1063788789","6105.3791010986","6767.7653073652","7609.9241667644","7649.12422688164","8521.97073925448","7643.74539913086","7957.4528591069","6981.5283577766","7747.3107707854","8081.42352710812","8555.88980359316","9247.52552377298",
"484","[P]","    Barnes & Noble","9105.8765723004","7892.85102327","7959.3882396763","8965.6482655445","14079.0903744564","11861.7010337996","9046.28375233","8640.77436252032","8730.57178796463","8275.21027233066","7703.4957823899","8553.9617045978","9415.120520135","8756.55055310474","9229.20985434935",
"485","[P]","    Southwest Airlines Co.","8750.0346053488","8758.123734442","8020.7801651287","8542.6393182586","9087.4505195381","9639.7909919217","8998.15557307784","10774.595512836","9531.228263146","9421.0029515534","15287.1855552557","9838.77953700208","8601.58613923824","7946.5115082012","9219.31521557501",
"486","[P]","    DMGT (exc Mail Online)","17460.7423291305","17251.95500221","16367.9158635066","16297.8436645273","15755.5218560303","19861.4164448022","19386.3445709111","20302.9748556458","18971.6656987772","9062.71823144851","8707.9873028008","9289.27896272852","8956.89002993983","8844.76840804602","9196.69878786914",
"487","[P]","    AccuWeather Sites","3989.4175475368","4049.4140539739","3660.0729103274","3982.6555096213","6259.5714531499","7021.860080908","6456.20032216958","6720.92542796684","6633.19005615965","5496.09613791632","5388.45424347265","5316.05386770676","9817.59374394716","8785.67028220568","9083.8273223913",
"488","[P]","    UCOZ.RU","5344.3921437891","5467.5000982362","5210.0731999398","5465.6215314246","5541.5263038778","6994.6031663815","6812.44540593254","7703.56914904932","7706.93862694207","7272.95681286086","7127.6702828203","8460.33250704776","9135.72015138797","8831.6241089207","9072.84791619183",
"489","[P]","    TUI Group","13183.7046565461","11190.8110232463","10083.6300034119","9157.296807613","8198.7933278365","12145.1790213079","10338.2792807625","10680.5677965355","9655.52435314247","9972.48534376544","10250.7159024663","12120.1888915305","11353.3771382512","9545.99907907932","9055.15976939946",
"490","[P]","    Yellow Pages Group","9096.10138385579","8898.3934845815","8993.851607322","8998.81442858429","9576.1129721751","9797.7320443169","9529.89932216526","9594.89768301948","9813.19799972044","9820.98989427876","9102.34484713455","9625.10848637801","8786.22450915847","8741.42371037442","9039.16203871208",
"491","[P]","    M5ZN.COM","1097.1325540115","882.4554698895","931.6214978584","861.1230373561","1947.4927314555","2115.6164993233","6309.46617418155","7454.97082246088","8943.28015854014","7332.74547669618","7214.5691595211","7676.84310386012","8827.91949145162","8410.8363993988","9020.19805532532",
"492","[P]","    Art.com Sites","12230.2194585686","11370.3753871049","11212.1952315529","11244.6588017792","11367.5795507724","12159.6252172727","12014.2555033936","11656.1605779961","11650.8538174491","12207.0959821297","8806.4577296113","7975.8641876014","8482.30652703388","8446.17478469318","8983.50179325322",
"493","[P]","    IncrediMail Ltd","8212.1444724717","8703.4651118575","9252.354747461","9097.2431438347","10418.56139138","10064.9195698562","10864.2558317294","10019.357054153","9305.74627243393","9165.84019190286","8254.6433852563","7799.93266478984","8327.64947537114","8401.2089496398","8972.81492438146",
"494","[P]","    Impress Group","N/A","N/A","N/A","6623.9928397322","7568.9164975862","7877.9671814421","7322.88118039558","7936.50864303848","7886.96192138186","8241.03175492062","8558.459936846","8293.08740977336","8775.43152234335","7945.98281929376","8957.0326509144",
"495","[P]","    Oricon","6368.9710249426","6660.99027106","7164.9118276664","7434.2972131992","8335.3717124329","7855.784944772","7617.85380855945","8836.96072333888","8340.45870596579","8027.98332225748","8465.44082208805","9620.48738327716","9293.76054325828","8417.94895711476","8953.48952891763",
"496","[P]","    CJ Group","8613.7096304005","7864.1310801542","10163.8894056004","8491.1622603591","9021.2236010144","10685.0626392076","9597.96222750889","9725.81816351396","8478.28546636214","9244.67210407724","8325.1057634959","9247.53863610352","9449.49863456997","8627.5784082113","8929.69502081613",
"497","[P]","    YELP.COM","4940.4317032481","5075.8935334951","6114.0439765225","5505.6467851268","7047.4107533255","7227.7132096036","7031.57459929277","7753.03901284744","8193.62331757177","8492.05777372664","8202.6414983959","8870.58461990092","9042.60101243648","8654.7930403886","8889.90293570777",
"498","[P]","    Meebo, Inc","7317.997176186","7754.7246739333","7438.9576697094","8582.4039230725","7840.3023748981","9035.4665719628","8481.6593630103","9642.19142890968","9971.51346315956","9252.37223239556","9593.1662963496","9838.88259087152","9208.38908750654","8973.60102459846","8883.10293891792",
"499","[P]","    World Wrestling Entertainment (WWE)","9478.5642732238","7784.0349079068","8181.9854965983","8151.9773415928","8681.2400600386","8705.0353503144","9462.94703099554","9438.75555876192","11273.3373574226","9132.23614051866","9415.965955647","9502.57256572184","9035.28371801048","8540.34948729938","8874.53171166199",
"500","[P]","    HUFFINGTONPOST.COM","3844.5731969507","5259.0289072001","5953.7626116748","5116.1018049725","4894.2314581445","7063.6697247747","7328.62519277776","5790.43515995668","6944.4767455937","7317.25286880154","6868.61743399575","7123.51389089144","7417.81050340717","9108.34252850448","8873.52034886543",
"501","[P]","    PokerStars","4811.7969353941","4605.4094291707","5084.1119654589","5867.1612947429","6655.4723135741","6722.7049627232","6970.07686108541","7458.21344025828","7530.28781387288","7703.05042195976","8127.51051139945","8590.36169970216","8708.81717013366","8714.74910252202","8869.63645962426",
"502","[P]","    Asahi Shimbun","N/A","6020.7088687147","6546.2346744727","6207.3203672438","7081.6937778173","7340.0124881868","6846.3623089847","7953.74490038748","7313.29120335165","7572.59778993838","7360.67756447495","8251.44395933044","10697.7950594675","8862.50840187976","8853.14453084965",
"503","[P]","    5D6D.COM","5888.3983569488","5780.0119174696","6190.0373191106","6228.1598859588","5949.8145393355","4282.6590775466","4583.6879150266","5145.31780134648","5154.77930380463","5489.49398558408","5816.06015920815","6943.72203680804","8255.23990165439","7461.69976129608","8812.31932949467",
"504","[P]","    SBS (Seoul Broadcasting System)","4190.7062779275","3684.6096362561","4530.6007461729","3892.3153193818","3516.632553118","6133.6664699131","5679.76056845789","7838.75519397156","6446.98012591158","6277.57806275502","7484.1807327032","7218.7102351822","8776.74793101347","7803.02324306276","8787.5891123544",
"505","[P]","    Gap, Inc.","8911.5932914065","9488.271238183","10075.5728991555","11103.8044937289","11939.2617626523","8709.4133611661","8053.3025664623","9518.37556119328","8819.52331302223","8815.3069585251","7686.47640705605","8173.88959749472","8522.18045119211","8174.49610976774","8777.49124914856",
"506","[P]","    NASA.GOV","4656.1381133208","4770.5239605332","4891.2412524879","4714.5674233255","4215.0966596298","4767.4558244716","5451.09879451975","6915.09717621656","5154.55604326742","5470.11138684068","4316.97184000585","6914.11911716604","5509.26784362893","7019.55782740668","8762.09157439469",
"507","[P]","    DUOTE.COM","16358.6101223627","13893.8713688319","14375.7619572437","13414.8816093323","13666.5588777749","13446.2121430518","13249.9644945603","11417.9644125345","10572.174658076","8686.04925602916","10007.3123532823","12002.0394085276","12161.8281224496","10790.6104289408","8726.78834060049",
"508","[P]","    FrostWire","4793.4679041533","5438.3957775884","5738.4742986129","6437.5804277166","6776.8660440078","7172.0235369075","7227.31260516143","7837.96290259288","8550.92004657912","8759.90993793582","8814.99041005145","8982.64723521428","8719.66977547616","8627.98414236194","8718.5837432559",
"509","[P]","    Sportgenic","14846.2099197183","16466.7847203822","16203.1336276812","14304.7557704891","16927.4080787536","14382.8533803254","18287.7091911024","17195.4220909063","14332.6244032822","10936.9305237134","9779.5223510716","13222.9669865764","9069.74337346715","8360.31829338338","8718.25280278023",
"510","[P]","    Cisco Systems, Inc.","4703.0596985485","4698.1449335538","5767.4921919786","5137.3344375631","5693.5119385728","6104.5559730448","5635.59641539724","6130.91903837892","6286.41534807509","6432.47936869708","7049.73394411025","7271.0009739808","6122.92572057089","6747.37063115642","8713.67052834925",
"511","[P]","    Hyves","6944.6143262025","6770.855841742","6845.0616781162","7354.5244984289","7184.5868663327","7209.3983771912","7323.00071707599","7583.754877544","7448.00113031649","8568.48849213756","8658.11574860225","8592.7320745804","8824.45220543627","8740.7408431226","8707.77620677445",
"512","[P]","    McDonald's","9354.9544805135","6841.5775778141","7248.938165689","8147.2665988975","6967.7769326938","7800.276683669","7513.76608223103","9546.4604108998","8083.77065185656","7940.43685644134","8204.2418081345","9171.85238718876","8705.3062837663","7908.04390252874","8685.49210027712",
"513","[P]","    DANTRI.COM.VN","5453.902528246","6123.9712366035","6393.2961557414","7302.5031025891","7828.9080866696","8330.1199854272","7928.39727079869","8335.405297299","8544.96329663607","8493.57896522244","9002.11204043665","8792.07615508464","9008.19682262551","8368.29440672372","8659.82533106869",
"514","[P]","    Miarroba Networks","5333.287336011","5640.6798180069","5904.1640707737","6438.3875197425","6871.956645116","6086.9580134556","5953.34838488058","6600.37533216364","6836.64107466335","7496.3651376878","7093.94219565445","7933.5926773294","8307.47141115488","8909.71514567502","8652.14398030309",
"515","[P]","    URBANDICTIONARY.COM","5000.1773613495","5237.5101129145","5941.1827516819","5430.8802075649","6100.4398181529","6322.7686516827","6514.77762199109","7471.93304574436","7980.40404864756","7453.57879231342","7066.3269612954","8056.32501458304","8198.77957341835","7933.47208579908","8598.40986929761",
"516","[P]","    DeNA Co., Ltd.","N/A","N/A","5894.1148634473","6488.2514621298","6310.3935100598","6649.5884157493","6147.93354533538","6368.55608514804","6074.79424750514","5953.17864641716","5975.6634780729","7374.27915579736","7585.2709188016","7828.32957719364","8559.76724000041",
"517","[P]","    Canon Inc.","4001.8051300682","6540.9502742439","6803.6035449438","6824.6618593794","10628.4797086026","6455.5696548853","5114.71173873199","6649.54418734508","7734.441013898","7196.5110376379","8430.8514824955","6428.17936978636","6405.65179865999","8537.59344970822","8552.00783096279",
"518","[P]","    LVMH Sites","7253.5506492878","7546.6734124988","8263.6835237396","9507.7979923704","11191.4519250537","8756.5078895661","8288.8508090722","9272.67781685236","8181.55639160949","7987.258800597","7997.95038300345","8112.73957627284","8070.13732425468","8811.63888256224","8550.15372013356",
"519","[P]","    Virgin Media","6849.318852626","7125.9100777431","7406.8016418372","7297.4682542353","7060.9366935758","7849.9094780468","7232.24410147682","7571.79302493496","7531.97056043039","6958.68733072162","6457.990302832","7044.77929331384","7321.21896899889","6313.85716541458","8548.53002701963",
"520","[P]","    21CN Corporation Limited","13571.9020010808","12524.5642489601","12187.842723225","10723.7784643256","10484.4416134431","10439.6825519144","9861.09886940422","8598.9183169752","7232.731494526","6862.33568871752","9247.4059085536","10302.8605927055","10598.9605122333","8548.07317431276","8507.62689559111",
"521","[P]","    Move Network","7444.3587601292","6860.4088227099","8843.0641286678","5432.4610172461","5533.6352594994","7240.4895927184","7598.58185676282","6966.50147982956","12579.5465109169","10197.7568195965","7562.32022315144","8115.38205852324","9168.32575612272","9087.93421979384","8489.2038910486",
"522","[P]","    FANBOX.COM","6212.9307021329","5933.120784599","4138.1315324572","7724.4610506688","12807.1638804632","6878.732276574","4535.40693086926","3183.8129907016","2885.68525334665","2555.26758059502","1935.6297675534","4878.85287283492","4771.38099550086","8033.3946432138","8481.71027039798",
"523","[P]","    PriceGrabber","6323.7388661146","6376.0851289645","6094.1346623289","7892.8344755699","9806.4829082846","7956.1240500616","6713.24824077877","7503.78516603092","7236.688317278","8301.69466964278","8853.9339774518","9671.37923931028","9347.01739532554","8992.99725024542","8453.93648292407",
"524","[P]","    JEERAN.COM","3086.1148739987","3107.5074157134","2974.6823539308","3101.0627582266","3159.3113520565","3223.9465657369","8459.62804740317","9665.49310800116","8686.24284678293","8034.88878972546","7614.90336633585","8008.3863323506","7916.83512055859","7321.98092599912","8402.72826311529",
"525","[P]","    Home Retail Group","7376.802855156","6655.4423610694","8150.445786041","9592.5744885671","11636.6216279483","9054.1605160125","7404.95979079959","7239.51421308936","7579.71453955456","7432.37523501278","6841.3344988436","7885.83909321864","7701.85831974675","6870.66687498074","8394.92709860384",
"526","[P]","    USAFIS.ORG","9872.0948988512","9150.4450339095","8095.3990269604","7013.4989924517","7077.0803213557","9169.2653393115","9042.73740253816","9940.27736117164","10112.8885507714","10248.2902385115","8517.65945998445","12904.2933748967","14740.4056174286","6278.27787199928","8378.07381604691",
"527","[P]","    Groupe SNCF","7155.8644062928","7366.5957968696","8359.599448049","8167.5917780947","7711.0792934714","7771.3467685613","8052.26574021578","8907.65480741276","9337.3566577387","8590.56882386926","8943.62769977769","9839.12696055388","8580.95570543526","8752.41691459098","8372.80947647923",
"528","[P]","    GameStop","5525.2169687181","5967.9770787782","7322.9269123368","8743.096871577","11684.8063302909","7569.4738947668","6323.10806952517","6487.56297294572","6775.79666608691","6811.56614628052","7560.01692467755","8307.19090828508","7941.87171386702","8081.6218866295","8328.32900603448",
"529","[P]","    Vuze Sites","3879.4425195293","3786.1844294631","4544.961679273","5266.2965179658","5682.4639962992","6525.6009766439","6304.26168948366","8295.71108580084","8018.01711231502","8576.0390832352","8604.3925254119","8219.73542516228","8070.58453377862","7935.61939028988","8289.02341677617",
"530","[P]","    Le Monde Sites","4271.8983149519","4830.1211654487","5360.2422275698","6157.1848114975","6017.1631231216","6343.5781367397","6567.97714137224","6876.34408426824","7230.38126291309","6879.8901083904","7859.16301318695","7092.20504617604","6866.27308772054","8364.1397584416","8285.01507976122",
"531","[P]","    FujI Television Network","7088.9737599407","7661.5896000121","7376.2711586607","7099.6376220223","7650.5388940583","9126.6277217465","8395.46066333603","9180.01116130176","8194.70544764707","8216.7550315906","7815.5303937841","9180.24384065524","8574.94302469313","7767.0273666767","8256.206627966",
"532","[P]","    MOBILE9.COM","6478.445753585","6751.6944450164","6623.6148126589","6678.2277161259","7440.0161846012","7643.4346162032","7624.61279955777","8812.67415175208","8040.77598492212","8299.51495059568","7422.30065690045","7954.16333791852","8055.99274518801","7763.72173746144","8228.6694175105",
"533","[P]","    LEGACY.COM*","7371.7924180276","7694.5640173906","7499.4743327005","6417.3396216566","7237.4445638241","8055.9473368512","7069.40511692151","7722.907499085","7639.21603032221","7527.9552792787","6880.829511594","6951.21830792648","7123.44366736767","6523.88445720132","8223.36043308386",
"534","[P]","    ArticlesBase.com Sites","1593.1869630704","2374.427717434","2493.2254025604","2606.2013410273","2874.0727272216","4434.2424954718","4506.02644658487","4970.4348269676","4790.25471344221","4222.88103266906","4738.91893261735","6311.13543645944","6441.13347579498","6893.32982470714","8221.86633242971",
"535","[P]","    IP138.COM","9285.2657310972","8956.1688478053","8264.1385468424","8992.4464815399","9758.2954190748","8675.635803365","8319.49133065969","9747.47430106444","8369.97436999251","6853.64139233136","7555.7657603474","8388.21111518252","9078.0491283051","9422.24668153856","8218.33732343265",
"536","[P]","    Deutsche Post AG Sites","8851.0298468918","8335.5874106242","9630.7035665375","7560.2658614358","8366.966075926","7881.3697086914","7149.35514919687","7355.03669793316","7183.01691609307","6338.36770271816","6039.4492547389","6759.70052598488","7182.98944531029","7719.5067474024","8215.06465588131",
"537","[P]","    YOKA.COM","8289.2505293117","5991.4012724878","5846.0434235428","5462.673009708","5370.2208726802","4556.9290068052","5278.49587396535","5998.59973924456","5369.35399937514","5474.60815229904","6109.7070863148","11337.6265484249","7866.90169749511","7916.9660266857","8179.40522161668",
"538","[P]","    Intel","4765.748555314","9785.6505630206","7904.8254254285","6542.7115416068","8451.0995607373","6136.17166638","4486.25700190314","5681.300433143","5317.94085665935","5356.7055126864","6523.38659346015","5598.48943661312","5814.03511056012","7990.55351865786","8175.302150107",
"539","[P]","    Vector Inc.","5940.9860293473","5910.8202015264","5715.5909440653","5766.6852460782","6377.0094401514","7016.2150839997","6422.89005602834","6800.69085572","6646.90880743423","6600.11405903072","7068.76798944335","7626.02127964108","6911.61105949707","7463.30915951932","8162.04179085546",
"540","[P]","    BADONGO.COM","7406.9045921743","6804.036819538","6099.4082508828","6669.0157099791","6990.3775960605","7652.8613628611","7934.33019840096","9096.7222737846","9072.72228794963","8748.15922987734","8082.9042796259","8552.72869065564","8252.48501451891","7718.38752529408","8122.98023980385",
"541","[P]","    Avon Products Inc.","9144.1306868212","8442.0747342833","9957.7504853649","8875.917956844","8371.9674448187","7320.9507261195","7463.26474300998","8396.34763968464","7916.39560307182","8307.38334847624","7925.91108923445","7643.08079615704","7736.00068272914","7702.4216944478","8120.16619175674",
"542","[P]","    LIVESCORE.COM","4617.8652102653","5495.4465558054","6403.8027297186","7032.9651659758","5885.1995258094","5689.8812017406","6906.07347794147","7944.64187334364","8384.62793641379","7942.90320101006","4249.58710134995","3257.3735142608","6289.06280371845","7584.42749274302","8112.65345092267",
"543","[P]","    Habbo Ltd.","9926.8595380821","9095.9415584973","9301.3230233043","8617.842711154","9287.135147492","8286.9301380075","8659.70413609976","9286.09004125572","9469.14595795821","9936.44085207976","10182.8961749067","10928.4658038864","10196.0548722976","8013.78222191322","8102.76205167364",
"544","[P]","    CANALBLOG.COM*","N/A","N/A","N/A","N/A","N/A","5924.4026225983","6729.92495044871","7700.36157636236","7880.52952902472","7323.10254798784","7001.3477895189","6976.18625080884","7031.4202142566","7465.63332617156","8100.27657230395",
"545","[P]","    51JOB.COM","6559.0250056129","6279.3342391405","6022.5711528658","6226.3096836909","5897.0671627145","5447.074699421","9850.51908817067","7407.96568351264","5999.58038487835","5352.91633271272","6518.0565889246","8063.4573010802","7907.51754884742","8359.0288187038","8100.13478681657",
"546","[P]","    TD Bank Financial Group","7246.0820931959","7451.1811894592","7943.7787580743","7692.2319557371","8117.5685563256","8381.5404107635","7907.68664489002","8317.5847779644","8083.75455637093","8056.56713789284","7670.63045521035","7848.37885603396","7851.75997168999","8046.57599521286","8093.36441873024",
"547","[P]","    ELYRICS.NET","4735.9220765806","5009.3809674534","5233.8972329427","5429.7996699938","5784.3080261697","6215.9191788571","7225.77642780634","7214.353775284","7518.33868393272","8385.25290264442","8042.2134218226","9812.32733730216","8052.00670530875","7794.74609376812","8087.82773174449",
"548","[P]","    Maeil Business Newspaper","1370.8542570461","1705.4956525187","2117.6327506554","1835.8127451689","1638.1121954551","4946.5341179838","5240.3521356814","6293.5190665954","6323.20712021921","7026.18463898708","7788.02703307395","6533.08929707328","7340.82495518424","7600.32117390494","8064.99157465177",
"549","[P]","    McClatchy Corporation","7628.1422137449","7873.2834978311","8408.5078972982","7999.5035499974","8005.5770931087","8417.8185419066","8975.35594782906","8606.65322618288","8517.63757228321","8195.7483504994","8483.08197021245","8407.54238045568","9026.76708241373","8624.51585062074","8056.10685631438",
"550","[P]","    ForumCommunity","6022.9379611198","7576.3513554897","7180.3339605789","6392.7516744127","6306.5473337788","9078.2474449836","8705.28329418619","9699.57900132456","9207.242103376","9064.42161401646","8684.20012092975","8515.5994225624","7948.91851778228","8168.59059280796","8053.57734692133",
"551","[P]","    Dong-A Ilbo","2954.6847516332","3479.7968165748","3436.4742729737","2770.2891661984","2469.7962918884","6453.9675194728","7518.85267717072","6983.9704432014","6782.29131576486","6929.40980494466","7467.58635812445","6576.03505056484","7493.52323481641","7668.135550865","8050.90682079562",
"552","[P]","    UUU9.COM","4055.3522730334","4598.7621330651","5785.6074655063","5265.2780778562","5513.6021041739","4795.352621055","5117.10449768683","5263.3006553748","6703.53102085572","4859.59373342404","7101.2999923974","11481.3681058132","9521.55026516858","8231.47606920424","8026.0908956898",
"553","[P]","    BearShare (App)","16638.8186953591","15638.6194398802","14491.746463785","14268.7486952534","13120.0643914331","12077.206357315","12627.8002442118","12416.0201452388","11687.6180748261","10829.6387464871","10252.9632617995","9216.45469971792","8966.86044957938","8134.33866379618","8009.88038060939",
"554","[P]","    PIPI.CN","10573.4071879222","11655.9243806906","9683.9321454317","9403.4432398015","11402.2131406209","10153.0536758774","12247.6135338303","9402.35780536136","8365.37006130607","7405.13509549886","7879.1052388617","9229.65938341488","9423.30439151109","8266.62326092262","7990.43453180032",
"555","[P]","    CCLEANER.COM","3444.914170514","3769.847770409","4336.8563939919","4342.5370874807","4675.9143250954","5326.0481632444","5543.39886594313","6751.10584100496","6373.07207202488","7046.5272980381","6296.10929936735","6978.79739934112","7700.6623394529","7530.80650897206","7985.25024918098",
"556","[P]","    DANGDANG.COM","8007.5975373675","7475.8581012746","7410.2192431987","8452.0396341222","10478.2644997872","7275.2606004247","7772.94056527382","7411.38014675432","6788.58512420607","5515.1157816602","6981.20777023695","6691.31308236708","8819.2391987454","8407.42024419906","7982.59779740292",
"557","[P]","    Weblogs SL Sites","N/A","N/A","N/A","5624.4956859543","6162.5165669208","6496.8866959185","6776.20984858886","7272.7222835238","7518.24182200123","8105.3992029297","7731.86372527875","7638.35128210112","7319.93374757117","8041.03359752558","7974.74066516518",
"558","[P]","    JSOFTJ.COM","1945.1291066127","1866.5331941622","2219.7496618465","1960.1223930646","2081.1626011417","2519.2784979163","8013.90167218089","7691.19094834824","7121.53002481886","6685.22546682328","7658.27075432605","8395.9786906524","8426.53728851857","7788.1555472511","7974.5643320951",
"559","[P]","    BITAUTO.COM","4587.2920229639","5396.5168068236","5553.8288577432","5408.0311607425","5776.0575313478","4781.423598985","5292.49446873764","5197.25288372604","5722.42196301","6135.75770147222","6646.2826600494","5514.97005119572","5358.44948086108","6014.61681394892","7936.29574595741",
"560","[P]","    Classified Ventures","8597.0213768178","8542.8711031009","8447.1957297795","8118.0966585032","7886.1370044514","9230.8855556901","7928.94569031267","8915.22434980084","9180.07195612542","9075.77791445946","8816.7880994978","8840.31819126152","8762.0932729883","7953.3293222205","7934.75405369162",
"561","[P]","    Oberon Media, Inc","8102.0783252523","8082.6670871355","7926.9133729956","8564.8558899878","10929.1651709075","10448.9238843733","10180.81364297","10326.712100088","9265.54062478519","8574.38846299764","8223.5990038545","8710.31775018164","8177.31958678468","8122.25204462006","7910.06898734747",
"562","[P]","    Trinity Mirror Group","6089.6210495384","5821.6615229491","5751.0249388039","5506.2131061016","5819.5420220376","6636.0700591925","6639.70885471976","6890.76187677552","7039.29835038419","7236.66686405764","7060.65273108735","8733.43777035812","7512.56996981908","7345.08187951474","7903.18072666212",
"563","[P]","    PartyGaming","7907.0458950144","9080.7629289402","7019.1789637205","6959.5178932906","7196.7599928485","8673.8544328168","9078.47252366757","7154.59182732124","5831.15436979379","6290.01875811722","5973.68662012825","7733.13481706928","7608.62104407744","7443.9777961005","7888.3944419413",
"564","[P]","    KaiserGames GmbH","7876.6427373221","7274.3756678728","7271.2472548254","6684.2027246912","7395.3151014455","6967.0897402703","9627.79537788324","9360.83893804876","9031.60033293642","8285.78266419124","8264.59361281535","8848.65713887884","8789.15543008557","8209.84464738812","7879.45402493627",
"565","[P]","    Societe Generale","5651.6647509484","6628.3092060462","8335.6517213332","7495.6803979294","7276.9109365235","6602.8902743348","6785.15943166482","7654.48497511008","7003.148078712","6836.16822506322","6730.85597206315","7290.82026890596","6652.96341376656","7040.6190486932","7861.15861803144",
"566","[P]","    Nexon Corporation","22036.8362483398","18713.9541291111","18592.6370097542","17788.5943307498","17223.4640639608","19273.5292808259","17084.2976473749","15659.4630999224","13206.8018473746","14533.3240984357","13764.4476422762","15102.9230966098","15862.4121604119","13637.1638624351","7817.62726956161",
"567","[P]","    News World Communications, Inc.","2147.181820521","2102.5273662042","2627.2371101269","1834.4926899578","1634.456655444","4400.7342570578","6317.99380067945","6472.4488904524","6996.017726716","6119.59484602038","6401.64225129405","6259.69113757564","6663.48719845087","7318.9180644259","7801.57501586933",
"568","[P]","    SEDO Sites","9030.9224733776","8492.8042259795","8874.6524474056","8587.0839497985","10285.198230181","10617.128591121","13048.8111688381","11857.8902664803","10553.6648152941","10622.9801517292","10061.5338373604","10725.316180595","9443.52412364629","8225.17736864248","7790.8671071621",
"569","[P]","    La Poste","4534.4982277005","5317.8801134853","6020.7586619455","6167.5912886632","7000.8375642981","6638.3383218229","6964.26342859329","7828.83082002408","8074.51433173028","7743.06397520694","7338.22657348925","7419.19873138204","7282.94979007007","7633.02698679186","7790.14575662933",
"570","[P]","    China Construction Bank","5792.257205663","6064.3243879426","5242.6284895174","5657.8100335181","6704.208677759","5915.8339021356","6303.80358695921","6502.01762332532","5504.49830744435","4570.41698817734","5276.8010130627","7015.60639367344","7318.23864272645","7252.21692792788","7768.40005643174",
