"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: March 2011 - May 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/18/2012","","","","","",""

"","","","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012"
"213","[P]","    POEMOFQUOTES.COM","318","229","228","171","171","167","134","175","178","145","114","134","165","135","113"
"214","[P]","    SEVGILIYE.COM","189","195","180","290","219","289","186","184","217","248","200","377","121","91","108"
"215","[M]","    POETRY.COM","170","140","52","87","103","70","58","113","47","70","63","88","153","147","106"
"216","[P]","    EPNET.COM","336","267","284","245","299","297","334","362","250","188","151","103","138","77","106"
"217","[P]","    SESLISOZLUK.COM","660","677","808","719","553","490","525","550","348","182","135","100","98","96","104"
"218","[P]","    DICODUNET.COM","174","138","146","141","84","74","73","83","43","86","107","110","74","123","96"
"219","[P]","    NETPOETS.COM","302","195","229","95","86","121","132","94","100","57","73","80","104","88","88"
"220","[P]","    TRANSLATION-GUIDE.COM","292","184","291","230","221","181","203","182","226","142","182","88","79","66","85"
"221","[P]","    LKWDPL.ORG","115","65","135","40","52","50","146","129","104","87","101","273","115","76","84"
"222","[P]","    ESSAYTOWN.NET","115","60","106","72","44","32","75","90","91","56","52","52","97","99","78"
"223","[P]","    Antiqbook","165","102","122","84","115","101","89","86","91","88","91","101","142","76","77"
"224","[P]","    SOBRESITES.COM","213","184","186","167","124","122","117","109","88","53","63","83","74","60","72"
"225","[P]","    TDK.ORG.TR","103","117","107","90","62","80","148","192","176","214","85","57","74","58","55"
"226","[P]","    LEARNENGLISH.ORG.UK","47","14","63","36","30","36","44","70","51","46","62","60","45","40","55"
"227","[P]","    NEDIR.NET","127","107","107","97","68","68","69","81","77","84","77","48","70","62","54"
"228","[P]","    KNOWLEDGERUSH.COM","281","246","243","165","120","111","150","110","108","81","111","117","100","42","47"
"229","[P]","    FOREIGNWORD.COM","104","101","81","104","83","85","62","87","55","75","47","76","74","58","44"
"230","[P]","    PRIVATESOZLUK.COM","79","69","89","61","45","54","58","65","53","54","40","46","59","44","42"
"231","[P]","    NORTHPOLE.COM","74","77","74","64","55","80","97","144","539","1,595","193","49","69","39","30"
"232","[P]","    ESSAYFINDER.COM","83","71","72","57","52","37","51","100","29","30","47","82","61","60","16"
"233","[P]","    MORFIX.CO.IL","50","18","16","15","13","14","16","18","14","15","1","0","N/A","4","3"
"234","[P]","    ASKOXFORD.COM","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"235","[P]","    CHEATHOUSE.COM","N/A","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"236","[P]","    SOURTIMES.ORG","207","224","220","171","172","78","49","34","44","36","53","34","26","28","N/A"
"237","[P]","    LABLAA.ORG","N/A","N/A","N/A","N/A","4","13","10","14","8","4","2","1","N/A","N/A","N/A"
"238","[P]","    GROUNDHOG.ORG","6","2","4","N/A","4","N/A","4","16","5","4","34","307","N/A","N/A","N/A"
"239","[P]","    LYCAEUM.ORG","101","91","87","65","98","36","127","134","119","117","32","0","N/A","N/A","N/A"
"240","[P]","    DUDEN-SUCHE.DE","229","227","13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"241","[P]","    BIBILGI.COM","14","23","29","13","8","25","10","33","25","27","15","32","N/A","N/A","N/A"
"242","[P]","    TURKCEBILGI.NET","148","213","169","95","108","44","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"243","[P]","    MAGENERATION.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","N/A","N/A","N/A","N/A","N/A"
"244","[P]","    GRAMERIMIZ.COM","269","184","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"245","[P]","    INFORMAWORLD.COM","1,038","1,211","1,103","918","5","2","3","59","1","3","38","2","N/A","N/A","N/A"
"246","[P]","    FOOTNOTE.COM","355","342","308","393","379","212","2","1","0","N/A","2","1","N/A","N/A","N/A"
"247","[P]","    WEBNARY.COM","0","0","0","0","0","6","1","1","0","0","N/A","0","N/A","N/A","N/A"
"248","[P]","    WAPEDIA.MOBI","1,068","648","757","582","523","376","550","404","407","22","N/A","3","N/A","N/A","N/A"
"249","[P]","    YAPPR.COM","35","36","23","12","12","21","19","38","15","6","13","15","11","N/A","N/A"
"250","[P]","    EDU-ZONE.NET","N/A","1","N/A","N/A","1","N/A","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"251","[M]","    5BALLOV.RU","N/A","2","3","3","1","1","2","4","N/A","N/A","2","N/A","N/A","N/A","N/A"
"","Media Metrix 2.0 Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
"","[S]         Subchannel","","","","","",""
"","[G]         Group","","","","","",""
"","[SG]         Subgroup","","","","","",""
"","[E]         Custom Entity","","","","","",""
"","[N]         Ad Network","","","","","",""
"","[A#]         Alternate Rollup","","","","","",""
"","[X1]         Extended Network","","","","","",""
"","[P&E]         Platform & Exchange","","","","","",""
"","(U)         Fully Unified - Used to identify entities that are measured and reported completely based on Panel-Centric Unified (Panel + Census) measurement.","","","","","",""
"","(u)         Partially Unified - Used to identify entities with at least one child entity that is Fully Unified, but not all.","","","","","",""
"","w/History         Trend combines media previously reported under different parent and/or different level.","","","","","",""
"","*         Indicates that the entity has assigned traffic to certain pages in the domain to other entities","","","","","",""
"","**         Indicates that the entity is an advertising network.","","","","","",""
"","(v)         Indicates that the advertising network has been verified by comScore.","","","","","",""
"","...         Indicates data used fell below minimum reporting standards and/or data not available.","","","","","",""
"","N/A         Indicates data is not available in the data set for reporting for the specified time period.","","","","","",""
"","#         Caution - small base may result in unstable projection.","","","","","",""
"","##         Directional purposes only - base too unstable for reliable projection.","","","","","",""
""," ","","","","","",""
"","","","","","","",""
"","
comScore made an update to Worldwide population estimate. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information.","","","","","",""

